Name,Born,Season,Team,Lg,Salary
Evan Fournier,1992-10-29,2020-21,Boston Celtics,NBA,17450000
Kawhi Leonard,1991-06-29,2011-12,San Antonio Spurs,NBA,1731960
Joe Harris,1991-09-06,2014-15,Cleveland Cavaliers,NBA,884879
Alex Len,1993-06-16,2013-14,Phoenix Suns,NBA,3492720
Terrel Harris,1987-08-10,2012-13,Miami Heat,NBA,186656
Meyers Leonard,1992-02-27,2013-14,Portland Trail Blazers,NBA,2222160
Meyers Leonard,1992-02-27,2014-15,Portland Trail Blazers,NBA,2317920
Meyers Leonard,1992-02-27,2015-16,Portland Trail Blazers,NBA,3075880
Meyers Leonard,1992-02-27,2016-17,Portland Trail Blazers,NBA,9213484
Meyers Leonard,1992-02-27,2017-18,Portland Trail Blazers,NBA,9904495
Meyers Leonard,1992-02-27,2018-19,Portland Trail Blazers,NBA,10595506
Meyers Leonard,1992-02-27,2019-20,Miami Heat,NBA,11286515
Meyers Leonard,1992-02-27,2020-21,Oklahoma City Thunder,NBA,9400000
Manny Harris,1989-09-21,2011-12,Cleveland Cavaliers,NBA,122942
Manny Harris,1989-09-21,2016-17,Dallas Mavericks,NBA,119494
Kawhi Leonard,1991-06-29,2012-13,San Antonio Spurs,NBA,1861920
Kawhi Leonard,1991-06-29,2013-14,San Antonio Spurs,NBA,1887840
Kawhi Leonard,1991-06-29,2014-15,San Antonio Spurs,NBA,2894059
Kawhi Leonard,1991-06-29,2015-16,San Antonio Spurs,NBA,16500000
Kawhi Leonard,1991-06-29,2016-17,San Antonio Spurs,NBA,17638063
Kawhi Leonard,1991-06-29,2017-18,San Antonio Spurs,NBA,18868625
Kawhi Leonard,1991-06-29,2018-19,Toronto Raptors,NBA,23114067
Kawhi Leonard,1991-06-29,2019-20,Los Angeles Clippers,NBA,32742000
Kawhi Leonard,1991-06-29,2020-21,Los Angeles Clippers,NBA,34379100
Joe Harris,1991-09-06,2015-16,Orlando Magic,NBA,845059
Joe Harris,1991-09-06,2016-17,Brooklyn Nets,NBA,980431
Joe Harris,1991-09-06,2017-18,Brooklyn Nets,NBA,1524305
Joe Harris,1991-09-06,2018-19,Brooklyn Nets,NBA,8333333
Joe Harris,1991-09-06,2019-20,Brooklyn Nets,NBA,7666667
Joe Harris,1991-09-06,2020-21,Brooklyn Nets,NBA,16071429
Alex Len,1993-06-16,2014-15,Phoenix Suns,NBA,3649920
Alex Len,1993-06-16,2015-16,Phoenix Suns,NBA,3807120
Alex Len,1993-06-16,2016-17,Phoenix Suns,NBA,4823621
Alex Len,1993-06-16,2017-18,Phoenix Suns,NBA,4187599
Alex Len,1993-06-16,2018-19,Atlanta Hawks,NBA,4350000
Alex Len,1993-06-16,2019-20,Sacramento Kings,NBA,4160000
Alex Len,1993-06-16,2020-21,Toronto Raptors,NBA,2258000
Alex Len,1993-06-16,2020-21,Washington Wizards,NBA,1697755
Gary Harris,1994-09-14,2014-15,Denver Nuggets,NBA,1519200
Gary Harris,1994-09-14,2015-16,Denver Nuggets,NBA,1587480
Gary Harris,1994-09-14,2016-17,Denver Nuggets,NBA,1655880
Gary Harris,1994-09-14,2017-18,Denver Nuggets,NBA,2550055
Gary Harris,1994-09-14,2018-19,Denver Nuggets,NBA,16517857
Gary Harris,1994-09-14,2019-20,Denver Nuggets,NBA,17839286
Gary Harris,1994-09-14,2020-21,Orlando Magic,NBA,19160714
Justin Harper,1989-08-30,2011-12,Orlando Magic,NBA,473604
Josh Harrellson,1989-02-12,2011-12,New York Knicks,NBA,473604
Justin Harper,1989-08-30,2012-13,Orlando Magic,NBA,762195
Justin Harper,1989-08-30,2015-16,Detroit Pistons,NBA,99418
Justin Harper,1989-08-30,2016-17,Philadelphia 76ers,NBA,57672
Montrezl Harrell,1994-01-26,2015-16,Houston Rockets,NBA,1000000
Josh Harrellson,1989-02-12,2012-13,Miami Heat,NBA,354197
Josh Harrellson,1989-02-12,2013-14,Detroit Pistons,NBA,884293
